도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
인천광역시교육청서구도서관,인천광역시,서구,공공도서관,매주 금요일,06:00,22:00,06:00,22:00,06:00,22:00,856,270722,69,15844,5,15,인천광역시 서구 건지로334번길 45,,032-585-7100,6609,3284,https://lib.ice.go.kr/seogu/,37.4943602745,126.6796280624,2020-07-10,7310238,인천광역시교육청 인천광역시서구도서관
영동교육도서관,충청북도,영동군,공공도서관,"매주 월요일, 법정공휴일",09:00,21:00,09:00,18:00,00:00,00:00,192,71983,32,1671,5,21,충청북도 영동군 영동읍 학산영동로 1220,충청북도교육청,043-744-5754,5102,1650,www.ydelib.go.kr,36.17143862,127.772333,2020-07-08,8071000,충청북도교육청 충청북도영동교육지원청
서울특별시교육청송파도서관,서울특별시,송파구,공공도서관,"매월 둘째, 넷째주 화요일",08:00,23:00,08:00,23:00,00:00,00:00,1044,223025,668,12234,5,14,서울특별시 송파구 동남로 263,서울특별시교육청,02-3434-3333,6469.68,8259.7,http://splib.sen.go.kr/,37.49993098,127.1348112,2020-06-30,7011344,서울특별시교육청 서울특별시교육청송파도서관
아산중앙도서관,충청남도,아산시,공공도서관,국가지정공휴일 및 매주월요일,09:00,22:00,09:00,22:00,00:00,00:00,348,139744,221,2226,10,14,충청남도 아산시 남부로 229,아산시,041-530-6600,7129,9037.21,http://ascl.asan.go.kr,36.7703405470,127.0056810887,2020-06-30,4520000,충청남도 아산시
송곡도서관,충청남도,아산시,공공도서관,국가지정공휴일 및 매주월요일,09:00,22:00,09:00,22:00,00:00,00:00,96,93936,0,2008,10,14,충청남도 아산시 염치읍 송곡남길 82-4,아산시,041-537-3968,1771,1880.8,http://ascl.asan.go.kr,36.8001847480,127.0143426932,2020-06-30,4520000,충청남도 아산시
배방도서관,충청남도,아산시,공공도서관,국가지정공휴일 및 매주월요일,09:00,22:00,09:00,22:00,00:00,00:00,173,110827,0,0,10,14,충청남도 아산시 배방읍 모산로 140-12,아산시,041-537-3535,1492,1490.76,http://ascl.asan.go.kr,36.7739116,127.0577941,2020-06-30,4520000,충청남도 아산시
둔포도서관,충청남도,아산시,공공도서관,국가지정공휴일 및 매주월요일,09:00,22:00,09:00,22:00,00:00,00:00,53,100975,0,0,10,14,충청남도 아산시 둔포면 둔포중앙로 161번길 27-6,아산시,041-536-8597,1157,1015.21,http://ascl.asan.go.kr,36.9264339395,127.0409035715,2020-06-30,4520000,충청남도 아산시
어린이도서관,충청남도,아산시,공공도서관,국가지정공휴일 및 매주월요일,09:00,18:00,09:00,18:00,00:00,00:00,0,92725,0,0,10,14,충청남도 아산시 시민로 500,아산시,041-536-8618,,673.78,http://ascl.asan.go.kr,36.7940399978,127.0023215380,2020-06-30,4520000,충청남도 아산시
탕정온샘도서관,충청남도,아산시,공공도서관,국가지정공휴일 및 매주월요일,09:00,22:00,09:00,22:00,00:00,00:00,0,59428,0,984,10,14,충청남도 아산시 탕정면 한내로 209,아산시,041-536-8747,,2291,http://ascl.asan.go.kr,36.7944238669,127.0548432461,2020-06-30,4520000,충청남도 아산시
경상북도교육청 영양도서관,경상북도,영양군,공공도서관,매주 월요일,09:00,18:00,09:00,17:00,09:00,17:00,113,92513,372,5247,92513,14,경상북도 영양군 영양읍 팔수로 538,경상북도교육청 영양도서관,054-683-2829,1800,1125,http://www.gbelib.kr/yy/,36.661461,129.1112387943,2020-07-09,8891000,경상북도교육청 경상북도영양교육지원청
경기화성교육도서관,경기도,화성시,공공도서관,"매주월요일, 국가지정공휴일",09:00,20:00,09:00,17:00,09:00,17:00,319,111011,327,8879,7,14,경기도 화성시 향남읍 발안로 85-10,경기화성교육도서관,031-369-5700,4552,2372,http://www.hslib.or.kr,37.133129531,126.920256034,2020-07-10,7531299,경기도교육청 경기화성교육도서관
옥천교육도서관,충청북도,옥천군,공공도서관,"매월 첫째 셋째 월요일, 일요일을 제외한 공휴일",08:00,22:00,08:00,22:00,08:00,22:00,376,75747,72,3585,5,21,충청북도 옥천군 관성로 3길 7,옥천교육도서관,043-731-7051,2095,1834.95,http://www.ocelib.go.kr,36.301076,127.572141,2020-07-09,8061000,충청북도교육청 충청북도옥천교육지원청
거제도서관,경상남도,거제시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,538,109986,71,5348,20,14,경상남도 거제시 계룡로7길 2,경상남도교육청,055-637-9267,3738,3004,http://gjlib.gne.go.kr,34.878998,128.6228982,2020-07-03,9010000,경상남도교육청
거창도서관,경상남도,거창군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,165,68238,27,6127,20,14,경상남도 거창군 거창읍 하동1길 9,경상남도교육청,055-945-1665,1475,974,http://gclib.gne.go.kr,35.6873960922,127.9117160576,2020-07-03,9010000,경상남도교육청
고성도서관,경상남도,고성군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,494,90926,64,10071,20,14,경상남도 고성군 고성읍 동외로195번길 6,경상남도교육청,055-673-8463,1993,2751,http://gslib.gne.go.kr,34.9792520315,128.3263712,2020-07-03,9010000,경상남도교육청
김해도서관,경상남도,김해시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,1202,355370,223,18330,20,14,경상남도 김해시 가락로93번길 72,경상남도교육청,055-320-5510,7560,6679,http://ghlib.gne.go.kr,35.2329674566,128.8740175300,2020-07-03,9010000,경상남도교육청
김해지혜의바다,경상남도,김해시,공공도서관,매월 두 번째 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,613,106311,63,0,20,14,경상남도 김해시 주촌면 서부로 1541번길 8,경상남도교육청,055-330-9807,13399,3449.19,http://ghjhlib.gne.go.kr,35.2360758558,128.8215413897,2020-07-03,9010000,경상남도교육청
남지도서관,경상남도,창녕군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,236,83664,137,9125,20,14,경상남도 창녕군 남지읍 낙동로 437,경상남도교육청,055-526-1492,1650,1232,http://njlib.gne.go.kr,35.3886009,128.4724772148,2020-07-03,9010000,경상남도교육청
남해도서관,경상남도,남해군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,214,86314,65,5512,20,14,경상남도 남해군 남해읍 화전로43번길 11-3,경상남도교육청,055-864-0970,1071,1374,http://nhlib.gne.go.kr,34.8343702770,127.8948264,2020-07-03,9010000,경상남도교육청
마산도서관,경상남도,창원시 마산합포구,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,799,303216,445,14380,20,14,경상남도 창원시 마산합포구 용마산길 12,경상남도교육청,055-240-4501,13105,4663,http://mslib.gne.go.kr,35.2132582906,128.5847726,2020-07-03,9010000,경상남도교육청
마산도서관 지혜의바다,경상남도,창원시 마산회원구,공공도서관,일요일을 제외한 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,602,119072,0,0,20,14,경상남도 창원시 마산회원구 구암북 12길 24,경상남도교육청,055-252-3860,3697.5,2642,http://jhlib.gne.go.kr,35.2566934821,128.5976988535,2020-07-03,9010000,경상남도교육청
밀양도서관,경상남도,밀양시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,273,94863,150,9521,20,14,경상남도 밀양시 삼랑진읍 만어로 7,경상남도교육청,055-353-6978,1233,1111,http://mrlib.gne.go.kr,35.4000955,128.8413815219,2020-07-03,9010000,경상남도교육청
사천도서관,경상남도,사천시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,200,94988,180,6572,20,14,경상남도 사천시 사천읍 평화2길 21,경상남도교육청,055-853-8401,2315,1820,http://salib.gne.go.kr,35.0834703,128.0873458,2020-07-03,9010000,경상남도교육청
산청도서관,경상남도,산청군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,211,85826,168,5924,20,14,경상남도 산청군 산청읍 꽃봉산로79번길 45,경상남도교육청,055-972-7784,1497,1300,http://sanlib.gne.go.kr,35.416821,127.8763443,2020-07-03,9010000,경상남도교육청
삼천포도서관,경상남도,사천시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,282,107527,133,8953,20,14,경상남도 사천시 삼천포대교로 622,경상남도교육청,055-834-8927,2216,1534,http://scplib.gne.go.kr,34.9533875,128.0772252,2020-07-03,9010000,경상남도교육청
양산도서관,경상남도,양산시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,480,128933,98,7957,20,14,경상남도 양산시 희망1길 25,경상남도교육청,055-385-7005,1661,2204,http://yslib.gne.go.kr,35.3477800208,129.0439512269,2020-07-03,9010000,경상남도교육청
의령도서관,경상남도,의령군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,267,105821,37,5913,20,14,경상남도 의령군 의령읍 의령로25길 9-8,경상남도교육청,055-572-0943,3323,1678,http://urlib.gne.go.kr,35.319723,128.2666536,2020-07-03,9010000,경상남도교육청
진동도서관,경상남도,창원시 마산합포구,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,250,94491,53,5444,20,14,경상남도 창원시 마산합포구 진동면 삼진의거대로 661-94,경상남도교육청,055-271-8140,4078,1443,http://jdlib.gne.go.kr,35.1193325,128.4897698,2020-07-03,9010000,경상남도교육청
진양도서관,경상남도,진주시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,262,99440,27,10815,20,14,경상남도 진주시 문산읍 동부로588번길 24,경상남도교육청,055-761-2481,1000,1232,http://jinlib.gne.go.kr,35.1670754159,128.1660122347,2020-07-03,9010000,경상남도교육청
진영도서관,경상남도,김해시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,249,95952,36,8450,20,14,경상남도 김해시 진영읍 진영로265번길 9-61,경상남도교육청,055-345-1995,6762,1324,http://jylib.gne.go.kr,35.3047813,128.7414788,2020-07-03,9010000,경상남도교육청
창녕도서관,경상남도,창녕군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,382,107234,32,10427,20,14,경상남도 창녕군 창녕읍 남창녕로 52,경상남도교육청,055-532-9505,5803,2572,http://cnlib.gne.go.kr,35.5359449057,128.5035577390,2020-07-03,9010000,경상남도교육청
창원도서관,경상남도,창원시 성산구,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,1215,352236,210,30216,20,14,경상남도 창원시 성산구 두대로 203,경상남도교육청,055-278-2801,12199,7271,http://cwlib.gne.go.kr,35.2243098,128.6642487210,2020-07-03,9010000,경상남도교육청
통영도서관,경상남도,통영시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,303,102437,301,6039,20,14,경상남도 통영시 봉수로 37,경상남도교육청,055-641-9059,1650,1413,http://tylib.gne.go.kr,34.8281397,128.4157844,2020-07-03,9010000,경상남도교육청
하남도서관,경상남도,밀양시,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,221,67331,30,7824,20,14,경상남도 밀양시 하남읍 수산중앙로 63,경상남도교육청,055-391-1826,1382,1019,http://hnlib.gne.go.kr,35.3752731,128.7124203906,2020-07-03,9010000,경상남도교육청
하동도서관,경상남도,하동군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,280,86410,65,1989,20,14,경상남도 하동군 하동읍 경서대로 80,경상남도교육청,055-884-7986,4844,1753,http://hdlib.gne.go.kr,35.0638799,127.7449309022,2020-07-03,9010000,경상남도교육청
함안도서관,경상남도,함안군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,216,75302,47,8385,20,14,경상남도 함안군 가야읍 함안대로 495,경상남도교육청,055-584-5772,450,964,http://hmlib.gne.go.kr,35.2711631,128.4081954073,2020-07-03,9010000,경상남도교육청
함양도서관,경상남도,함양군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,204,93961,138,6853,20,14,경상남도 함양군 함양읍 함양로 1143-1,경상남도교육청,055-944-0850,3165,1318,http://hylib.gne.go.kr,35.5211566,127.7270493,2020-07-03,9010000,경상남도교육청
합천도서관,경상남도,합천군,공공도서관,매주 월요일 및 국가지정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,267,73340,33,6715,20,14,경상남도 합천군 합천읍 동서로 152,경상남도교육청,055-933-6079,6477,2095,http://hclib.gne.go.kr,35.5640872788,128.1685946902,2020-07-03,9010000,경상남도교육청
U보라작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:30,18:30,09:30,17:30,00:00,00:00,27,6840,0,0,7,14,"경상남도 김해시 전하로176번길 71, 관리동 2층(전하동, 반도보라아파트)",,,,120,http://lib.gimhae.go.kr,35.22302849,128.8740613,2020-06-30,5350000,경상남도 김해시
글혜윰작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,17,10227,0,0,7,14,"경상남도 김해시 진영읍 김해대로361번길 34, 관리동 2층(김해진영코아루아파트)",,,,110,http://lib.gimhae.go.kr,35.31136302,128.7318958,2020-06-30,5350000,경상남도 김해시
김해글로벗도서관,경상남도,김해시,작은도서관,"매주금,토요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,32,8469,0,0,7,14,"경상남도 김해시 가락로81, 아이조이빌딩 6층(서상동)",,,,109,http://lib.gimhae.go.kr,35.23383916,128.8812605,2020-06-30,5350000,경상남도 김해시
김해기적의도서관,경상남도,김해시,공공도서관,"매월마지막월요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,300,60354,50,0,7,14,경상남도 김해시 율하1로 55(율하동),,,,1458,http://lib.gimhae.go.kr,35.17567979,128.8103319,2020-06-30,5350000,경상남도 김해시
김해시 행정자료실,경상남도,김해시,작은도서관,"매주토,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,10,12585,0,0,7,14,경상남도 김해시 김해대로 2401 (김해시청 본관2층),,,,49,http://lib.gimhae.go.kr,35.22878871,128.8898336,2020-06-30,5350000,경상남도 김해시
김해율하도서관,경상남도,김해시,공공도서관,"매월마지막월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,237,41321,69,0,7,14,경상남도 김해시 율하2로 210 (율하동),,,,5648,http://lib.gimhae.go.kr,35.17260436,128.8209451,2020-06-30,5350000,경상남도 김해시
내외작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,28,8723,0,0,7,14,"경상남도 김해시 분성로 14, 복리동 2층(외동, 일동한신아파트)",,,,240,http://lib.gimhae.go.kr,35.22916469,128.8489282,2020-06-30,5350000,경상남도 김해시
대동푸른뜰작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,20,6918,0,0,7,14,"경상남도 김해시 대동면 동남로41번길 13-11, 대동복지회관 1층",,,,112,http://lib.gimhae.go.kr,35.2361125,128.9938887,2020-06-30,5350000,경상남도 김해시
대동한마음작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,30,12838,0,0,7,14,"경상남도 김해시 함박로101번길 19, 관리동 2층(외동, 대동아파트)",,,,115,http://lib.gimhae.go.kr,35.23347784,128.864781,2020-06-30,5350000,경상남도 김해시
대포천작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",10:00,18:00,09:00,17:00,00:00,00:00,21,9669,0,0,7,14,경상남도 김해시 상동면 장척로756번길 6,,,,93,http://lib.gimhae.go.kr,35.30719823,128.9306829,2020-06-30,5350000,경상남도 김해시
덕산작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,50,12153,0,0,7,14,"경상남도 김해시 함박로119번길 6, 관리동 2층(외동, 덕산아파트)",,,,120,http://lib.gimhae.go.kr,35.23413392,128.8680516,2020-06-30,5350000,경상남도 김해시
